clip1_path,clip2_path,label
data/base_audio/clip_04954.wav,data/base_audio/clip_00574.wav,0
data/base_audio/clip_03553.wav,data/base_audio/clip_05525.wav,0
data/base_audio/clip_03513.wav,data/base_audio/clip_03513.wav,1
data/base_audio/clip_06943.wav,data/base_audio/clip_01858.wav,0
data/base_audio/clip_00808.wav,data/base_audio/clip_04529.wav,0
data/base_audio/clip_06600.wav,data/base_audio/clip_05132.wav,0
data/base_audio/clip_04294.wav,data/base_audio/clip_04294.wav,1
data/base_audio/clip_07833.wav,data/base_audio/clip_06002.wav,0
data/base_audio/clip_01757.wav,data/base_audio/clip_01757.wav,1
data/base_audio/clip_03976.wav,data/base_audio/clip_01912.wav,0
data/base_audio/clip_04721.wav,data/base_audio/clip_00926.wav,0
data/base_audio/clip_01532.wav,data/base_audio/clip_01532.wav,1
data/base_audio/clip_04577.wav,data/base_audio/clip_04577.wav,1
data/base_audio/clip_05500.wav,data/base_audio/clip_05500.wav,1
data/base_audio/clip_07377.wav,data/base_audio/clip_07377.wav,1
data/base_audio/clip_01223.wav,data/base_audio/clip_01223.wav,1
data/base_audio/clip_02394.wav,data/base_audio/clip_04672.wav,0
data/base_audio/clip_04465.wav,data/base_audio/clip_05258.wav,0
data/base_audio/clip_01038.wav,data/base_audio/clip_05172.wav,0
data/base_audio/clip_00930.wav,data/base_audio/clip_07078.wav,0
data/base_audio/clip_03146.wav,data/base_audio/clip_03146.wav,1
data/base_audio/clip_05990.wav,data/base_audio/clip_05990.wav,1
data/base_audio/clip_02116.wav,data/base_audio/clip_02116.wav,1
data/base_audio/clip_00092.wav,data/base_audio/clip_00092.wav,1
data/base_audio/clip_05350.wav,data/base_audio/clip_05350.wav,1
data/base_audio/clip_06565.wav,data/base_audio/clip_06565.wav,1
data/base_audio/clip_02193.wav,data/base_audio/clip_04116.wav,0
data/base_audio/clip_06453.wav,data/base_audio/clip_01225.wav,0
data/base_audio/clip_01252.wav,data/base_audio/clip_03707.wav,0
data/base_audio/clip_00861.wav,data/base_audio/clip_05278.wav,0
data/base_audio/clip_03433.wav,data/base_audio/clip_03433.wav,1
data/base_audio/clip_03272.wav,data/base_audio/clip_03272.wav,1
data/base_audio/clip_02404.wav,data/base_audio/clip_01198.wav,0
data/base_audio/clip_04893.wav,data/base_audio/clip_04893.wav,1
data/base_audio/clip_05819.wav,data/base_audio/clip_05819.wav,1
data/base_audio/clip_04198.wav,data/base_audio/clip_06516.wav,0
data/base_audio/clip_05907.wav,data/base_audio/clip_05907.wav,1
data/base_audio/clip_07143.wav,data/base_audio/clip_07773.wav,0
data/base_audio/clip_03310.wav,data/base_audio/clip_07786.wav,0
data/base_audio/clip_04143.wav,data/base_audio/clip_04143.wav,1
data/base_audio/clip_01708.wav,data/base_audio/clip_03513.wav,0
data/base_audio/clip_00758.wav,data/base_audio/clip_00758.wav,1
data/base_audio/clip_04733.wav,data/base_audio/clip_06100.wav,0
data/base_audio/clip_05550.wav,data/base_audio/clip_03070.wav,0
data/base_audio/clip_02958.wav,data/base_audio/clip_00954.wav,0
data/base_audio/clip_03709.wav,data/base_audio/clip_03709.wav,1
data/base_audio/clip_03676.wav,data/base_audio/clip_03676.wav,1
data/base_audio/clip_04271.wav,data/base_audio/clip_04271.wav,1
data/base_audio/clip_06628.wav,data/base_audio/clip_07482.wav,0
data/base_audio/clip_04633.wav,data/base_audio/clip_04633.wav,1
data/base_audio/clip_02606.wav,data/base_audio/clip_02872.wav,0
data/base_audio/clip_01509.wav,data/base_audio/clip_01509.wav,1
data/base_audio/clip_02056.wav,data/base_audio/clip_02056.wav,1
data/base_audio/clip_01352.wav,data/base_audio/clip_04382.wav,0
data/base_audio/clip_02845.wav,data/base_audio/clip_07826.wav,0
data/base_audio/clip_04812.wav,data/base_audio/clip_04812.wav,1
data/base_audio/clip_05401.wav,data/base_audio/clip_05401.wav,1
data/base_audio/clip_04996.wav,data/base_audio/clip_06154.wav,0
data/base_audio/clip_01818.wav,data/base_audio/clip_01818.wav,1
data/base_audio/clip_03166.wav,data/base_audio/clip_03166.wav,1
data/base_audio/clip_04162.wav,data/base_audio/clip_04162.wav,1
data/base_audio/clip_05379.wav,data/base_audio/clip_05379.wav,1
data/base_audio/clip_05446.wav,data/base_audio/clip_06545.wav,0
data/base_audio/clip_02437.wav,data/base_audio/clip_02437.wav,1
data/base_audio/clip_07805.wav,data/base_audio/clip_07805.wav,1
data/base_audio/clip_02603.wav,data/base_audio/clip_02603.wav,1
data/base_audio/clip_06745.wav,data/base_audio/clip_06745.wav,1
data/base_audio/clip_02064.wav,data/base_audio/clip_01075.wav,0
data/base_audio/clip_06081.wav,data/base_audio/clip_01019.wav,0
data/base_audio/clip_05358.wav,data/base_audio/clip_05358.wav,1
data/base_audio/clip_04490.wav,data/base_audio/clip_04490.wav,1
data/base_audio/clip_00121.wav,data/base_audio/clip_01216.wav,0
data/base_audio/clip_03868.wav,data/base_audio/clip_03868.wav,1
data/base_audio/clip_01444.wav,data/base_audio/clip_02353.wav,0
data/base_audio/clip_06448.wav,data/base_audio/clip_06448.wav,1
data/base_audio/clip_04381.wav,data/base_audio/clip_04381.wav,1
data/base_audio/clip_00604.wav,data/base_audio/clip_01212.wav,0
data/base_audio/clip_05643.wav,data/base_audio/clip_00519.wav,0
data/base_audio/clip_00691.wav,data/base_audio/clip_00064.wav,0
data/base_audio/clip_00418.wav,data/base_audio/clip_00418.wav,1
data/base_audio/clip_00859.wav,data/base_audio/clip_04418.wav,0
data/base_audio/clip_04244.wav,data/base_audio/clip_07667.wav,0
data/base_audio/clip_04436.wav,data/base_audio/clip_04436.wav,1
data/base_audio/clip_05720.wav,data/base_audio/clip_04747.wav,0
data/base_audio/clip_04035.wav,data/base_audio/clip_00906.wav,0
data/base_audio/clip_06110.wav,data/base_audio/clip_06110.wav,1
data/base_audio/clip_05722.wav,data/base_audio/clip_01470.wav,0
data/base_audio/clip_01874.wav,data/base_audio/clip_01874.wav,1
data/base_audio/clip_07164.wav,data/base_audio/clip_07164.wav,1
data/base_audio/clip_06920.wav,data/base_audio/clip_07545.wav,0
data/base_audio/clip_07365.wav,data/base_audio/clip_02905.wav,0
data/base_audio/clip_03708.wav,data/base_audio/clip_03708.wav,1
data/base_audio/clip_07293.wav,data/base_audio/clip_07293.wav,1
data/base_audio/clip_00151.wav,data/base_audio/clip_00151.wav,1
data/base_audio/clip_07100.wav,data/base_audio/clip_07100.wav,1
data/base_audio/clip_00919.wav,data/base_audio/clip_00919.wav,1
data/base_audio/clip_02715.wav,data/base_audio/clip_05211.wav,0
data/base_audio/clip_04180.wav,data/base_audio/clip_04397.wav,0
data/base_audio/clip_00482.wav,data/base_audio/clip_04022.wav,0
data/base_audio/clip_02409.wav,data/base_audio/clip_02098.wav,0
data/base_audio/clip_07593.wav,data/base_audio/clip_00087.wav,0
data/base_audio/clip_06635.wav,data/base_audio/clip_05299.wav,0
data/base_audio/clip_06615.wav,data/base_audio/clip_07817.wav,0
data/base_audio/clip_02437.wav,data/base_audio/clip_00548.wav,0
data/base_audio/clip_07163.wav,data/base_audio/clip_05001.wav,0
data/base_audio/clip_07546.wav,data/base_audio/clip_06492.wav,0
data/base_audio/clip_07626.wav,data/base_audio/clip_04323.wav,0
data/base_audio/clip_06902.wav,data/base_audio/clip_06902.wav,1
data/base_audio/clip_07501.wav,data/base_audio/clip_01398.wav,0
data/base_audio/clip_04111.wav,data/base_audio/clip_04111.wav,1
data/base_audio/clip_00709.wav,data/base_audio/clip_00709.wav,1
data/base_audio/clip_03273.wav,data/base_audio/clip_03273.wav,1
data/base_audio/clip_04205.wav,data/base_audio/clip_04205.wav,1
data/base_audio/clip_00292.wav,data/base_audio/clip_00292.wav,1
data/base_audio/clip_05496.wav,data/base_audio/clip_06413.wav,0
data/base_audio/clip_04823.wav,data/base_audio/clip_02361.wav,0
data/base_audio/clip_02956.wav,data/base_audio/clip_02244.wav,0
data/base_audio/clip_00410.wav,data/base_audio/clip_04852.wav,0
data/base_audio/clip_07282.wav,data/base_audio/clip_03010.wav,0
data/base_audio/clip_02665.wav,data/base_audio/clip_02665.wav,1
data/base_audio/clip_05801.wav,data/base_audio/clip_05801.wav,1
data/base_audio/clip_05226.wav,data/base_audio/clip_06678.wav,0
data/base_audio/clip_06889.wav,data/base_audio/clip_01299.wav,0
data/base_audio/clip_02103.wav,data/base_audio/clip_03446.wav,0
data/base_audio/clip_01734.wav,data/base_audio/clip_01734.wav,1
data/base_audio/clip_04265.wav,data/base_audio/clip_04265.wav,1
data/base_audio/clip_03133.wav,data/base_audio/clip_03133.wav,1
data/base_audio/clip_00958.wav,data/base_audio/clip_06744.wav,0
data/base_audio/clip_01674.wav,data/base_audio/clip_05599.wav,0
data/base_audio/clip_01748.wav,data/base_audio/clip_01748.wav,1
data/base_audio/clip_06335.wav,data/base_audio/clip_06335.wav,1
data/base_audio/clip_01710.wav,data/base_audio/clip_01710.wav,1
data/base_audio/clip_03943.wav,data/base_audio/clip_03943.wav,1
data/base_audio/clip_06611.wav,data/base_audio/clip_06611.wav,1
data/base_audio/clip_05850.wav,data/base_audio/clip_05474.wav,0
data/base_audio/clip_00900.wav,data/base_audio/clip_01105.wav,0
data/base_audio/clip_02372.wav,data/base_audio/clip_02372.wav,1
data/base_audio/clip_00604.wav,data/base_audio/clip_00400.wav,0
data/base_audio/clip_06271.wav,data/base_audio/clip_06271.wav,1
data/base_audio/clip_01253.wav,data/base_audio/clip_01253.wav,1
data/base_audio/clip_01805.wav,data/base_audio/clip_05180.wav,0
data/base_audio/clip_03644.wav,data/base_audio/clip_01080.wav,0
data/base_audio/clip_00662.wav,data/base_audio/clip_00662.wav,1
data/base_audio/clip_06971.wav,data/base_audio/clip_07342.wav,0
data/base_audio/clip_06497.wav,data/base_audio/clip_03436.wav,0
data/base_audio/clip_02313.wav,data/base_audio/clip_02213.wav,0
data/base_audio/clip_02596.wav,data/base_audio/clip_02596.wav,1
data/base_audio/clip_02915.wav,data/base_audio/clip_00972.wav,0
data/base_audio/clip_06844.wav,data/base_audio/clip_05341.wav,0
data/base_audio/clip_03900.wav,data/base_audio/clip_03900.wav,1
data/base_audio/clip_07078.wav,data/base_audio/clip_07078.wav,1
data/base_audio/clip_06365.wav,data/base_audio/clip_01518.wav,0
data/base_audio/clip_01252.wav,data/base_audio/clip_05903.wav,0
data/base_audio/clip_04952.wav,data/base_audio/clip_04952.wav,1
data/base_audio/clip_02342.wav,data/base_audio/clip_00952.wav,0
data/base_audio/clip_04101.wav,data/base_audio/clip_04101.wav,1
data/base_audio/clip_06135.wav,data/base_audio/clip_01462.wav,0
data/base_audio/clip_07482.wav,data/base_audio/clip_07172.wav,0
data/base_audio/clip_07089.wav,data/base_audio/clip_04107.wav,0
data/base_audio/clip_02406.wav,data/base_audio/clip_03678.wav,0
data/base_audio/clip_07599.wav,data/base_audio/clip_03790.wav,0
data/base_audio/clip_07006.wav,data/base_audio/clip_07006.wav,1
data/base_audio/clip_06274.wav,data/base_audio/clip_06274.wav,1
data/base_audio/clip_04724.wav,data/base_audio/clip_06453.wav,0
data/base_audio/clip_07759.wav,data/base_audio/clip_05999.wav,0
data/base_audio/clip_01936.wav,data/base_audio/clip_06079.wav,0
data/base_audio/clip_01209.wav,data/base_audio/clip_01151.wav,0
data/base_audio/clip_07193.wav,data/base_audio/clip_03725.wav,0
data/base_audio/clip_00335.wav,data/base_audio/clip_00335.wav,1
data/base_audio/clip_02186.wav,data/base_audio/clip_01836.wav,0
data/base_audio/clip_00324.wav,data/base_audio/clip_06079.wav,0
data/base_audio/clip_06637.wav,data/base_audio/clip_06637.wav,1
data/base_audio/clip_00662.wav,data/base_audio/clip_03354.wav,0
data/base_audio/clip_00975.wav,data/base_audio/clip_00975.wav,1
data/base_audio/clip_07500.wav,data/base_audio/clip_07500.wav,1
data/base_audio/clip_03209.wav,data/base_audio/clip_03209.wav,1
data/base_audio/clip_01817.wav,data/base_audio/clip_01066.wav,0
data/base_audio/clip_06786.wav,data/base_audio/clip_06786.wav,1
data/base_audio/clip_00124.wav,data/base_audio/clip_00124.wav,1
data/base_audio/clip_03410.wav,data/base_audio/clip_03410.wav,1
data/base_audio/clip_07242.wav,data/base_audio/clip_01572.wav,0
data/base_audio/clip_06727.wav,data/base_audio/clip_07031.wav,0
data/base_audio/clip_06688.wav,data/base_audio/clip_06688.wav,1
data/base_audio/clip_05238.wav,data/base_audio/clip_05238.wav,1
data/base_audio/clip_02238.wav,data/base_audio/clip_05269.wav,0
data/base_audio/clip_05480.wav,data/base_audio/clip_05480.wav,1
data/base_audio/clip_02619.wav,data/base_audio/clip_06239.wav,0
data/base_audio/clip_01468.wav,data/base_audio/clip_06866.wav,0
data/base_audio/clip_00769.wav,data/base_audio/clip_00005.wav,0
data/base_audio/clip_06738.wav,data/base_audio/clip_01956.wav,0
data/base_audio/clip_06295.wav,data/base_audio/clip_02387.wav,0
data/base_audio/clip_02778.wav,data/base_audio/clip_02778.wav,1
data/base_audio/clip_03976.wav,data/base_audio/clip_07825.wav,0
data/base_audio/clip_03832.wav,data/base_audio/clip_03832.wav,1
data/base_audio/clip_01684.wav,data/base_audio/clip_01684.wav,1
data/base_audio/clip_01914.wav,data/base_audio/clip_01914.wav,1
data/base_audio/clip_03545.wav,data/base_audio/clip_05455.wav,0
data/base_audio/clip_00876.wav,data/base_audio/clip_00876.wav,1
data/base_audio/clip_07917.wav,data/base_audio/clip_06217.wav,0
data/base_audio/clip_02011.wav,data/base_audio/clip_02011.wav,1
data/base_audio/clip_02734.wav,data/base_audio/clip_02414.wav,0
data/base_audio/clip_06140.wav,data/base_audio/clip_06140.wav,1
data/base_audio/clip_04744.wav,data/base_audio/clip_04744.wav,1
data/base_audio/clip_01362.wav,data/base_audio/clip_01362.wav,1
data/base_audio/clip_01650.wav,data/base_audio/clip_01650.wav,1
data/base_audio/clip_07439.wav,data/base_audio/clip_07439.wav,1
data/base_audio/clip_07919.wav,data/base_audio/clip_04566.wav,0
data/base_audio/clip_00981.wav,data/base_audio/clip_05494.wav,0
data/base_audio/clip_05213.wav,data/base_audio/clip_05213.wav,1
data/base_audio/clip_02433.wav,data/base_audio/clip_01158.wav,0
data/base_audio/clip_06757.wav,data/base_audio/clip_06757.wav,1
data/base_audio/clip_01535.wav,data/base_audio/clip_04831.wav,0
data/base_audio/clip_05119.wav,data/base_audio/clip_05119.wav,1
data/base_audio/clip_00664.wav,data/base_audio/clip_05260.wav,0
data/base_audio/clip_07489.wav,data/base_audio/clip_07489.wav,1
data/base_audio/clip_01338.wav,data/base_audio/clip_01338.wav,1
data/base_audio/clip_07342.wav,data/base_audio/clip_02481.wav,0
data/base_audio/clip_03881.wav,data/base_audio/clip_03881.wav,1
data/base_audio/clip_05260.wav,data/base_audio/clip_03847.wav,0
data/base_audio/clip_02356.wav,data/base_audio/clip_02356.wav,1
data/base_audio/clip_01216.wav,data/base_audio/clip_05642.wav,0
data/base_audio/clip_01111.wav,data/base_audio/clip_02181.wav,0
data/base_audio/clip_02035.wav,data/base_audio/clip_02035.wav,1
data/base_audio/clip_03975.wav,data/base_audio/clip_03975.wav,1
data/base_audio/clip_06526.wav,data/base_audio/clip_00471.wav,0
data/base_audio/clip_06614.wav,data/base_audio/clip_06614.wav,1
data/base_audio/clip_05362.wav,data/base_audio/clip_05362.wav,1
data/base_audio/clip_04800.wav,data/base_audio/clip_04800.wav,1
data/base_audio/clip_05322.wav,data/base_audio/clip_00671.wav,0
data/base_audio/clip_01020.wav,data/base_audio/clip_03342.wav,0
data/base_audio/clip_04251.wav,data/base_audio/clip_03008.wav,0
data/base_audio/clip_03198.wav,data/base_audio/clip_03198.wav,1
data/base_audio/clip_03701.wav,data/base_audio/clip_03701.wav,1
data/base_audio/clip_07433.wav,data/base_audio/clip_02246.wav,0
data/base_audio/clip_05665.wav,data/base_audio/clip_05665.wav,1
data/base_audio/clip_04231.wav,data/base_audio/clip_04231.wav,1
data/base_audio/clip_00875.wav,data/base_audio/clip_01459.wav,0
data/base_audio/clip_02468.wav,data/base_audio/clip_02468.wav,1
data/base_audio/clip_04901.wav,data/base_audio/clip_01612.wav,0
data/base_audio/clip_03834.wav,data/base_audio/clip_02981.wav,0
data/base_audio/clip_02219.wav,data/base_audio/clip_02219.wav,1
data/base_audio/clip_06676.wav,data/base_audio/clip_06676.wav,1
data/base_audio/clip_05572.wav,data/base_audio/clip_05572.wav,1
data/base_audio/clip_00719.wav,data/base_audio/clip_07073.wav,0
data/base_audio/clip_01091.wav,data/base_audio/clip_00191.wav,0
data/base_audio/clip_05551.wav,data/base_audio/clip_05551.wav,1
data/base_audio/clip_01419.wav,data/base_audio/clip_02124.wav,0
data/base_audio/clip_01219.wav,data/base_audio/clip_03303.wav,0
data/base_audio/clip_00514.wav,data/base_audio/clip_00514.wav,1
data/base_audio/clip_00801.wav,data/base_audio/clip_05098.wav,0
data/base_audio/clip_03774.wav,data/base_audio/clip_03774.wav,1
data/base_audio/clip_00705.wav,data/base_audio/clip_00705.wav,1
data/base_audio/clip_00546.wav,data/base_audio/clip_00546.wav,1
data/base_audio/clip_00104.wav,data/base_audio/clip_06427.wav,0
data/base_audio/clip_03116.wav,data/base_audio/clip_03116.wav,1
data/base_audio/clip_04841.wav,data/base_audio/clip_01427.wav,0
data/base_audio/clip_07903.wav,data/base_audio/clip_02555.wav,0
data/base_audio/clip_05725.wav,data/base_audio/clip_00793.wav,0
data/base_audio/clip_06485.wav,data/base_audio/clip_06485.wav,1
data/base_audio/clip_04566.wav,data/base_audio/clip_07571.wav,0
data/base_audio/clip_00771.wav,data/base_audio/clip_00771.wav,1
data/base_audio/clip_03275.wav,data/base_audio/clip_03275.wav,1
data/base_audio/clip_01508.wav,data/base_audio/clip_01508.wav,1
data/base_audio/clip_03315.wav,data/base_audio/clip_01635.wav,0
data/base_audio/clip_07075.wav,data/base_audio/clip_07217.wav,0
data/base_audio/clip_00825.wav,data/base_audio/clip_00825.wav,1
data/base_audio/clip_07489.wav,data/base_audio/clip_07489.wav,1
data/base_audio/clip_01564.wav,data/base_audio/clip_01564.wav,1
data/base_audio/clip_03509.wav,data/base_audio/clip_07692.wav,0
data/base_audio/clip_07743.wav,data/base_audio/clip_02327.wav,0
data/base_audio/clip_05856.wav,data/base_audio/clip_06151.wav,0
data/base_audio/clip_03059.wav,data/base_audio/clip_03059.wav,1
data/base_audio/clip_03524.wav,data/base_audio/clip_03524.wav,1
data/base_audio/clip_00481.wav,data/base_audio/clip_04648.wav,0
data/base_audio/clip_07009.wav,data/base_audio/clip_07009.wav,1
data/base_audio/clip_04617.wav,data/base_audio/clip_04617.wav,1
data/base_audio/clip_01144.wav,data/base_audio/clip_01208.wav,0
data/base_audio/clip_03274.wav,data/base_audio/clip_05946.wav,0
data/base_audio/clip_05521.wav,data/base_audio/clip_06627.wav,0
data/base_audio/clip_06377.wav,data/base_audio/clip_06377.wav,1
data/base_audio/clip_04478.wav,data/base_audio/clip_03358.wav,0
data/base_audio/clip_03397.wav,data/base_audio/clip_07864.wav,0
data/base_audio/clip_05047.wav,data/base_audio/clip_05047.wav,1
data/base_audio/clip_06440.wav,data/base_audio/clip_00964.wav,0
data/base_audio/clip_04384.wav,data/base_audio/clip_05795.wav,0
data/base_audio/clip_07299.wav,data/base_audio/clip_07299.wav,1
data/base_audio/clip_05243.wav,data/base_audio/clip_05243.wav,1
data/base_audio/clip_05374.wav,data/base_audio/clip_03887.wav,0
data/base_audio/clip_02671.wav,data/base_audio/clip_02671.wav,1
data/base_audio/clip_07200.wav,data/base_audio/clip_07200.wav,1
data/base_audio/clip_03838.wav,data/base_audio/clip_03838.wav,1
data/base_audio/clip_00922.wav,data/base_audio/clip_04702.wav,0
data/base_audio/clip_05122.wav,data/base_audio/clip_05122.wav,1
data/base_audio/clip_06870.wav,data/base_audio/clip_06870.wav,1
data/base_audio/clip_02238.wav,data/base_audio/clip_02238.wav,1
data/base_audio/clip_01562.wav,data/base_audio/clip_01562.wav,1
data/base_audio/clip_00489.wav,data/base_audio/clip_00489.wav,1
data/base_audio/clip_05290.wav,data/base_audio/clip_01540.wav,0
data/base_audio/clip_01617.wav,data/base_audio/clip_02519.wav,0
data/base_audio/clip_02770.wav,data/base_audio/clip_05122.wav,0
data/base_audio/clip_02356.wav,data/base_audio/clip_02356.wav,1
data/base_audio/clip_04773.wav,data/base_audio/clip_04773.wav,1
data/base_audio/clip_04355.wav,data/base_audio/clip_01707.wav,0
data/base_audio/clip_07188.wav,data/base_audio/clip_07188.wav,1
data/base_audio/clip_07143.wav,data/base_audio/clip_00535.wav,0
data/base_audio/clip_07091.wav,data/base_audio/clip_07091.wav,1
data/base_audio/clip_05525.wav,data/base_audio/clip_03496.wav,0
data/base_audio/clip_02069.wav,data/base_audio/clip_02069.wav,1
data/base_audio/clip_06154.wav,data/base_audio/clip_01450.wav,0
data/base_audio/clip_00952.wav,data/base_audio/clip_00952.wav,1
data/base_audio/clip_05672.wav,data/base_audio/clip_05672.wav,1
data/base_audio/clip_00547.wav,data/base_audio/clip_07799.wav,0
data/base_audio/clip_05932.wav,data/base_audio/clip_01591.wav,0
data/base_audio/clip_02266.wav,data/base_audio/clip_02266.wav,1
data/base_audio/clip_02523.wav,data/base_audio/clip_02523.wav,1
data/base_audio/clip_01088.wav,data/base_audio/clip_01131.wav,0
data/base_audio/clip_01662.wav,data/base_audio/clip_01662.wav,1
data/base_audio/clip_03406.wav,data/base_audio/clip_02710.wav,0
data/base_audio/clip_00815.wav,data/base_audio/clip_00815.wav,1
data/base_audio/clip_02889.wav,data/base_audio/clip_02889.wav,1
data/base_audio/clip_01804.wav,data/base_audio/clip_00064.wav,0
data/base_audio/clip_04315.wav,data/base_audio/clip_03918.wav,0
data/base_audio/clip_02583.wav,data/base_audio/clip_02583.wav,1
data/base_audio/clip_07647.wav,data/base_audio/clip_07647.wav,1
data/base_audio/clip_02445.wav,data/base_audio/clip_02445.wav,1
data/base_audio/clip_05211.wav,data/base_audio/clip_05999.wav,0
data/base_audio/clip_04348.wav,data/base_audio/clip_04348.wav,1
